pair_ID	gi_score	Zn_starvation_reg	Proteasome	PPI_overlap	PPI_total	Te_homolog_num	Ch_homolog_num	Localized_Golgi_to_ER	Localized_cytoplasm	Min_mRNA_halflife	Total_mRNA_halflife
YDR477W_YLL019C	0.2958	0	0	1.376146789	218	0	0	0	1	38	38
YDR477W_YLR096W	0.2746675	0	0	5.514705882	272	0	0	0	1	33	71
YDR477W_YLR113W	0.26558125	0	0	1.282051282	234	0	0	0	2	32	70
YDR477W_YLR248W	0.21495125	0	0	2.232142857	224	0	0	0	2	38	86
YDR477W_YMR104C	0.28903875	0	0	0.966183575	207	0	0	0	2	38	38
YDR477W_YMR139W	0.294745	0	0	3.03030303	231	0	0	0	2	38	88
YDR477W_YMR216C	0.16097375	0	0	6.034482759	232	0	0	0	2	38	81
YDR477W_YMR291W	0.27867375	0	0	0.480769231	208	0	0	0	2	38	102
YDR477W_YNL020C	0.27981125	0	0	0.938967136	213	0	0	0	1	27	65
YDR477W_YNL154C	0.3347325	0	0	8.585858586	396	0	0	0	2	32	70
YDR477W_YNR031C	0.18082625	0	0	0.970873786	206	0	0	0	2	29	67
YDR477W_YNR047W	0.24310625	0	0	0	198	0	0	0	2	38	92
YDR477W_YOL016C	0.32440625	0	0	1.673640167	239	0	0	0	2	38	79
YDR477W_YOL045W	0.35827625	0	0	0.925925926	216	0	0	0	2	38	87
YDR477W_YOL113W	0.2768925	0	0	2.953586498	237	0	0	0	1	38	81
YDR477W_YOL128C	-0.02455625	0	0	0.925925926	216	0	0	0	1	38	76
YDR477W_YOR061W	0.0152375	0	0	4.098360656	244	0	0	0	2	28	66
YDR477W_YOR231W	0.30496875	0	0	0	223	0	0	0	1	38	83
YDR477W_YOR233W	0.1966	0	0	1.34529148	223	0	0	0	1	29	67
YDR477W_YOR267C	0.32525625	0	0	2.904564315	241	0	0	0	2	38	78
YDR477W_YOR351C	0.278405	0	0	2.409638554	249	0	0	0	1	38	38
YDR477W_YPL026C	0.1815825	0	0	1.687763713	237	0	0	0	2	38	153
YDR477W_YPL140C	0.2419375	0	0	0.947867299	211	0	0	0	2	29	67
YDR477W_YPL141C	0.26949375	0	0	2.846975089	281	0	0	0	2	17	55
YDR477W_YPL150W	0.22407375	0	0	2.192982456	228	0	0	0	1	38	79
YDR477W_YPL153C	0.469765	0	0	5.154639175	291	0	0	0	1	38	76
YDR477W_YPL203W	0.258275	0	0	2.264150943	265	0	0	0	1	38	86
YDR477W_YPL204W	-0.0906425	0	0	3.38028169	355	0	0	0	2	36	74
YDR477W_YPL209C	0.04303	0	0	8.203125	256	0	0	0	1	17	55
YDR477W_YPR054W	0.22772625	0	0	0.4784689	209	0	0	0	1	38	38
YDR477W_YPR111W	0.2483175	0	0	0	203	0	0	0	2	34	72
YDR477W_YPR161C	0.0387675	0	0	3.076923077	260	0	0	0	1	28	66
YDR479C_YHR150W	0.01049186	0	0	8.333333333	12	0	0	0	1	27	77
YDR483W_YIL085C	0.0351644	0	0	33.33333333	3	0	0	0	0	38	38
YDR483W_YJL139C	-0.0062025	0	0	0	53	0	0	0	0	21	71
YDR483W_YKR061W	0.0102296	0	0	0	53	0	0	0	0	40	90
YDR483W_YNL029C	0.0079634	0	0	0	3	0	0	0	0	23	73
YDR483W_YOR099W	-0.0440591	0	0	50	2	0	0	0	0	35	85
YDR483W_YPL053C	-0.0185636	0	0	0	5	0	0	0	0	42	92
YDR490C_YER129W	-0.0033	0	0	5	40	0	0	0	1	40	81
YDR490C_YFR014C	0.0255	0	0	0.512820513	195	0	0	0	1	41	87
YDR490C_YGL083W	-0.0037	0	0	0	26	0	0	0	0	22	63
YDR490C_YGL158W	0.0072	0	0	0.621118012	161	0	0	0	0	6	47
YDR490C_YGL179C	-0.0077	0	0	0.970873786	103	0	0	0	0	38	79
YDR490C_YGL180W	-0.0111	0	0	0.790513834	253	0	0	0	0	41	102
YDR490C_YGR040W	0.0151	0	0	0	144	0	0	0	1	20	61
YDR490C_YGR052W	0.0063	0	0	1.470588235	68	0	0	0	1	16	57
YDR490C_YGR092W	-0.2499	0	0	0.735294118	136	0	0	0	1	36	77
YDR490C_YGR188C	-0.0495	0	0	0	37	0	0	0	0	15	56
YDR490C_YHR030C	0.0416	0	0	1.123595506	89	0	0	0	1	34	75
YDR490C_YHR079C	-0.0054	0	0	0	106	0	0	0	0	28	69
YDR490C_YHR082C	0.051	0	0	0	227	0	0	0	1	41	84
YDR490C_YHR135C	-0.0073	0	0	0.550964187	363	0	0	0	1	41	83
YDR490C_YIL035C	-0.026	0	0	2.222222222	135	0	0	0	1	41	82
YDR490C_YIL095W	-0.0389	0	0	0.970873786	103	0	0	0	0	33	74
YDR490C_YJL095W	0.0275	0	0	2.75862069	145	0	0	0	1	16	57
YDR490C_YJL106W	-0.011	0	0	0	100	0	0	0	0	26	67
YDR490C_YJL128C	0.0597	0	0	0	50	0	0	0	1	34	75
YDR490C_YJL141C	0.001	0	0	2.666666667	75	0	0	0	0	38	38
YDR490C_YJL164C	-0.052	0	0	1.923076923	312	0	0	0	1	41	89
YDR490C_YJL165C	-0.0657	0	0	0	51	0	0	0	0	36	77
YDR490C_YJL187C	-0.006	0	0	0.617283951	162	0	0	0	0	40	81
YDR490C_YJR059W	-0.0101	0	0	1.315789474	228	0	0	0	1	41	84
YDR490C_YKL048C	-0.0215	0	0	0	46	0	0	0	0	41	85
YDR490C_YKL101W	-0.0066	0	0	0	111	0	0	0	0	37	78
YDR490C_YKL116C	0.0102	0	0	0	52	0	0	0	1	33	74
YDR490C_YKL139W	0.432	0	0	0	74	0	0	0	1	31	72
YDR490C_YKL161C	0.0062	0	0	0	43	0	0	0	0	23	64
YDR490C_YKL166C	0.0194	0	0	1.666666667	120	0	0	0	1	16	57
YDR490C_YKL168C	-0.048	0	0	2.564102564	39	0	0	0	1	41	85
YDR490C_YKL198C	-0.0098	0	0	0	32	0	0	0	0	39	80
YDR490C_YLL019C	-0.0608	0	0	0	50	0	0	0	0	38	38
YDR490C_YLR096W	0.0044	0	0	3.571428571	112	0	0	0	0	33	74
YDR490C_YLR113W	0.0267	0	0	1.538461538	65	0	0	0	1	32	73
YDR490C_YLR248W	-0.0021	0	0	0	58	0	0	0	1	41	89
YDR490C_YMR104C	-0.0086	0	0	0	38	0	0	0	1	38	38
YDR490C_YMR139W	0.0011	0	0	0	67	0	0	0	1	41	91
YDR490C_YMR291W	0.0002	0	0	0	38	0	0	0	1	41	105
YDR490C_YNL020C	0.0156	0	0	2.325581395	43	0	0	0	0	27	68
YDR490C_YNL154C	0.0003	0	0	0.778210117	257	0	0	0	1	32	73
YDR490C_YNR031C	0.095	0	0	0	37	0	0	0	1	29	70
YDR490C_YNR047W	-0.0045	0	0	3.846153846	26	0	0	0	1	41	95
YDR490C_YOL016C	-0.0118	0	0	0	72	0	0	0	1	41	82
YDR490C_YOL045W	-0.0699	0	0	0	47	0	0	0	1	41	90
YDR490C_YOL113W	-0.0235	0	0	0	73	0	0	0	0	41	84
YDR490C_YOL128C	-0.0132	0	0	0	47	0	0	0	0	38	79
YDR490C_YOR061W	-0.0566	0	0	3.75	80	0	0	0	1	28	69
YDR490C_YOR231W	0.0097	0	0	0	52	0	0	0	0	41	86
YDR490C_YOR233W	-0.0542	0	0	0	55	0	0	0	0	29	70
YDR490C_YOR267C	-0.0266	0	0	2.666666667	75	0	0	0	1	40	81
YDR490C_YOR351C	0.012	0	0	0	84	0	0	0	0	38	38
YDR490C_YPL026C	-0.0252	0	0	0	70	0	0	0	1	41	156
YDR490C_YPL031C	-0.0027	0	0	0.216450216	462	0	0	0	1	41	83
YDR490C_YPL140C	0.0035	0	0	0	42	0	0	0	1	29	70
YDR490C_YPL141C	0.0074	0	0	0	118	0	0	0	1	17	58
YDR490C_YPL150W	-0.0618	0	0	3.333333333	60	0	0	0	0	41	82
YDR490C_YPL153C	-0.1036	0	0	0	135	0	0	0	0	38	79
YDR490C_YPL203W	-0.0314	0	0	2.040816327	98	0	0	0	0	41	89
YDR490C_YPL204W	-0.0573	0	0	3.157894737	190	0	0	0	1	36	77
YDR490C_YPL209C	-0.0596	0	0	0.952380952	105	0	0	0	0	17	58
YDR490C_YPL236C	-0.0439	0	0	0	26	0	0	0	0	41	82
YDR490C_YPR054W	0.0064	0	0	0	39	0	0	0	0	38	38
YDR490C_YPR111W	-0.0112	0	0	3.225806452	31	0	0	0	1	34	75
YDR490C_YPR161C	-0.1332	0	0	1.041666667	96	0	0	0	0	28	69
YDR492W_YLR023C	-0.045161	0	0	0	53	0	0	0	0	12	49
YDR492W_YOL002C	-0.00915904	0	0	0	53	0	0	0	0	12	31
YDR492W_YOL101C	0.00241095	0	0	0	53	0	0	0	0	11	23
YDR496C_YLL013C	-0.01215024	0	0	0	57	0	0	0	1	8	40
YDR497C_YFL040W	-0.0242915	0	0	0	14	0	0	0	0	38	38
YDR497C_YGL104C	0.00422315	0	0	0	34	0	0	0	0	17	70
YDR497C_YHR092C	-0.01073925	0	0	0	53	0	0	0	0	17	57
YDR497C_YHR094C	0.013632	0	0	9.090909091	33	0	0	0	0	10	27
YDR497C_YHR096C	-0.04586311	0	0	7.692307692	26	0	0	0	0	38	38
YDR497C_YJL214W	0.02136745	0	0	0	17	0	0	0	0	38	38
YDR497C_YJL219W	0.00412495	0	0	0	15	0	0	0	0	38	38
YDR497C_YLR081W	0.01463345	0	0	0	53	0	0	0	0	12	29
YDR497C_YML123C	-0.03846365	0	0	0	29	0	0	0	0	17	66
YDR497C_YMR011W	0.0371056	0	0	0	53	0	0	0	0	9	26
YDR497C_YOL103W	-0.57658535	0	0	0	53	0	0	0	0	17	34
YDR500C_YLR185W	-0.37733905	0	0	0	53	0	0	0	2	14	32
YDR501W_YLR183C	-0.04891284	0	0	0	53	0	0	0	1	27	63
YDR502C_YLR180W	-0.83867335	0	0	9.677419355	31	0	0	0	1	11	26
YDR505C_YLR177W	-0.03509045	0	0	0	4	0	0	0	2	38	38
YDR506C_YMR058W	0.0387075	0	0	0	53	0	0	0	0	38	38
YDR507C_YFL029C	-0.060345	0	0	1.5625	64	0	0	0	2	33	70
YDR507C_YFR014C	0.008485	0	0	3.555555556	225	0	0	0	2	37	83
YDR507C_YGL158W	-0.0107375	0	0	3.10880829	193	0	0	0	1	6	43
YDR507C_YGL179C	-0.0061675	0	0	5.223880597	134	0	0	0	1	37	75
YDR507C_YGL180W	-0.0250105	0	0	2.816901408	284	0	0	0	1	37	98
YDR507C_YGR040W	0.039202	0	0	2.259887006	177	0	0	0	2	20	57
YDR507C_YGR052W	-0.0512975	0	0	2.912621359	103	0	0	0	2	16	53
YDR507C_YGR092W	-0.0200265	0	0	1.754385965	171	0	0	0	2	36	73
YDR507C_YHR030C	-0.013412	0	0	3.25203252	123	0	0	0	2	34	71
YDR507C_YHR079C	-0.0053595	0	0	2.142857143	140	0	0	0	1	28	65
YDR507C_YHR082C	-0.0138755	0	0	1.930501931	259	0	0	0	2	37	80
YDR507C_YIL035C	-0.00774	0	0	1.156069364	173	0	0	0	2	37	78
YDR507C_YIL095W	-0.0170125	0	0	1.438848921	139	0	0	0	1	33	70
YDR507C_YJL057C	0.022022	0	0	1.739130435	115	0	0	0	1	38	38
YDR507C_YJL095W	0.015495	0	0	5.084745763	177	0	0	0	2	16	53
YDR507C_YJL106W	-0.119138	0	0	3.007518797	133	0	0	0	1	26	63
YDR507C_YJL128C	0.0009425	0	0	3.571428571	84	0	0	0	2	34	71
YDR507C_YJL141C	-0.004035	0	0	0.884955752	113	0	0	0	1	38	38
YDR507C_YJL164C	0.023072	0	0	4.105571848	341	0	0	0	2	37	85
YDR507C_YJL165C	-0.0047295	0	0	1.149425287	87	0	0	0	1	36	73
YDR507C_YJL187C	-0.019168	0	0	3.626943005	193	0	0	0	1	37	77
YDR507C_YJR059W	-0.024125	0	0	2.290076336	262	0	0	0	2	37	80
YDR507C_YKL048C	0.0056275	0	0	5.063291139	79	0	0	0	1	37	81
YDR507C_YKL101W	0.0256905	0	0	8.02919708	137	0	0	0	1	37	74
YDR507C_YKL116C	0.02918	0	0	1.136363636	88	0	0	0	2	33	70
YDR507C_YKL139W	0.03574	0	0	1.834862385	109	0	0	0	2	31	68
YDR507C_YKL161C	0.0156105	0	0	2.564102564	78	0	0	0	1	23	60
YDR507C_YKL166C	0.000242	0	0	1.27388535	157	0	0	0	2	16	53
YDR507C_YKL168C	0.035492	0	0	2.666666667	75	0	0	0	2	37	81
YDR507C_YKL171W	-0.0643675	0	0	1.869158879	107	0	0	0	1	37	98
YDR507C_YKL198C	0.01404	0	0	1.470588235	68	0	0	0	1	37	76
YDR507C_YLL019C	-0.03762	0	0	0	87	0	0	0	1	38	38
YDR507C_YLR096W	-0.043067	0	0	2	150	0	0	0	1	33	70
YDR507C_YLR113W	-0.0262525	0	0	0.980392157	102	0	0	0	2	32	69
YDR507C_YLR248W	0.0566395	0	0	1.063829787	94	0	0	0	2	37	85
YDR507C_YMR104C	0.0222845	0	0	0	75	0	0	0	2	38	38
YDR507C_YMR139W	-0.024298	0	0	6.12244898	98	0	0	0	2	37	87
YDR507C_YMR216C	0.0050305	0	0	1.818181818	110	0	0	0	2	37	80
YDR507C_YMR291W	-0.0504895	0	0	2.739726027	73	0	0	0	2	37	101
YDR507C_YNL020C	0.0232355	0	0	1.25	80	0	0	0	1	27	64
YDR507C_YNR031C	0.0053895	0	0	0	74	0	0	0	2	29	66
YDR507C_YNR047W	0.0048775	0	0	0	64	0	0	0	2	37	91
YDR507C_YOL016C	0.0291775	0	0	0.925925926	108	0	0	0	2	37	78
YDR507C_YOL045W	-0.0117305	0	0	0	84	0	0	0	2	37	86
YDR507C_YOL113W	-0.002457	0	0	3.773584906	106	0	0	0	1	37	80
YDR507C_YOL128C	0.0328625	0	0	3.703703704	81	0	0	0	1	37	75
YDR507C_YOR061W	0.042045	0	0	0.840336134	119	0	0	0	2	28	65
YDR507C_YOR231W	-0.0214675	0	0	1.136363636	88	0	0	0	1	37	82
YDR507C_YOR233W	-0.03186	0	0	2.222222222	90	0	0	0	1	29	66
YDR507C_YOR267C	0.0092975	0	0	5.555555556	108	0	0	0	2	37	77
YDR507C_YOR351C	-0.016882	0	0	1.680672269	119	0	0	0	1	38	38
YDR507C_YPL026C	0.040607	0	0	0.943396226	106	0	0	0	2	37	152
YDR507C_YPL140C	-0.002215	0	0	0	79	0	0	0	2	29	66
YDR507C_YPL141C	0.0181625	0	0	8.391608392	143	0	0	0	2	17	54
YDR507C_YPL150W	-0.0524095	0	0	1.020408163	98	0	0	0	1	37	78
YDR507C_YPL203W	-0.07125	0	0	0.735294118	136	0	0	0	1	37	85
YDR507C_YPL209C	0.012428	0	0	6.71641791	134	0	0	0	1	17	54
YDR507C_YPL236C	-0.0046755	0	0	0	63	0	0	0	1	37	78
YDR507C_YPR054W	0.0016695	0	0	0	76	0	0	0	1	38	38
YDR507C_YPR111W	0.001813	0	0	0	69	0	0	0	2	34	71
YDR507C_YPR161C	0.097773	0	0	3.076923077	130	0	0	0	1	28	65
YDR508C_YKR039W	0.026518	0	0	6	50	0	0	0	0	15	54
YDR508C_YLL061W	0.0023512	0	0	10	30	0	0	0	0	12	27
YDR508C_YOL020W	-0.037946	0	0	8.695652174	23	0	0	0	0	13	28
YDR508C_YOR348C	-0.045022	0	0	0	22	0	0	0	0	15	72
YDR508C_YPL265W	-0.067452	0	0	8.333333333	24	0	0	0	0	15	54
YDR508C_YPL274W	-0.032584	0	0	11.76470588	34	0	0	0	0	15	64
YDR516C_YFR053C	-0.00776284	0	0	0	53	0	0	0	2	38	38
YDR516C_YGL253W	0.02949434	0	0	0	53	0	0	0	2	29	91
YDR518W_YLR043C	0.115595	0	0	0	9	0	0	0	1	32	65
YDR518W_YOL088C	0.1357305	0	0	0	19	0	0	0	0	33	67
YDR518W_YOR288C	-0.0597425	0	0	0	3	0	0	0	0	27	60
YDR519W_YLR449W	-0.007355	0	0	0	27	0	0	0	0	11	34
YDR519W_YML074C	0.04223	0	0	8.333333333	12	0	0	0	0	21	44
YDR519W_YNL135C	0.012615	0	0	0	36	0	0	0	1	23	70
YDR520C_YOL089C	-0.0075983	0	0	0	3	0	0	0	2	29	62
YDR523C_YER129W	-0.0364212	0	0	2.857142857	70	0	0	0	2	38	38
YDR523C_YFL029C	-0.0115555	0	0	0	58	0	0	0	2	38	38
YDR523C_YFL033C	-0.0304465	0	0	0	72	0	0	0	2	38	38
YDR523C_YFR014C	-0.0018185	0	0	1.801801802	222	0	0	0	2	38	38
YDR523C_YGL158W	0.02039875	0	0	3.225806452	186	0	0	0	1	38	38
YDR523C_YGL179C	0.00100175	0	0	1.515151515	132	0	0	0	1	38	38
YDR523C_YGL180W	0.06566405	0	0	1.785714286	280	0	0	0	1	38	38
YDR523C_YGR040W	0.0071678	0	0	2.958579882	169	0	0	0	2	38	38
YDR523C_YGR052W	0.04694475	0	0	1.020408163	98	0	0	0	2	38	38
YDR523C_YGR092W	0.02766165	0	0	1.212121212	165	0	0	0	2	38	38
YDR523C_YHR030C	0.0059932	0	0	4.347826087	115	0	0	0	2	38	38
YDR523C_YHR082C	-0.00043945	0	0	1.984126984	252	0	0	0	2	38	38
YDR523C_YIL035C	-0.013106	0	0	0.598802395	167	0	0	0	2	38	38
YDR523C_YIL095W	0.00786625	0	0	3.076923077	130	0	0	0	1	38	38
YDR523C_YJL057C	-0.0007942	0	0	0.917431193	109	0	0	0	1	38	38
YDR523C_YJL095W	-0.0113495	0	0	2.285714286	175	0	0	0	2	38	38
YDR523C_YJL106W	0.0179918	0	0	2.362204724	127	0	0	0	1	38	38
YDR523C_YJL128C	0.00737075	0	0	0	80	0	0	0	2	38	38
YDR523C_YJL141C	-0.0141565	0	0	4.901960784	102	0	0	0	1	38	38
YDR523C_YJL164C	-0.0139192	0	0	2.052785924	341	0	0	0	2	38	38
YDR523C_YJL165C	-0.00104005	0	0	0	81	0	0	0	1	38	38
YDR523C_YJL187C	-0.0072952	0	0	1.578947368	190	0	0	0	1	38	38
YDR523C_YJR059W	0.0091425	0	0	0.772200772	259	0	0	0	2	38	38
YDR523C_YKL048C	0.00494225	0	0	1.333333333	75	0	0	0	1	38	38
YDR523C_YKL101W	0.00148795	0	0	1.438848921	139	0	0	0	1	38	38
YDR523C_YKL116C	-0.035738	0	0	1.234567901	81	0	0	0	2	38	38
YDR523C_YKL139W	0.048586	0	0	1.960784314	102	0	0	0	2	38	38
YDR523C_YKL161C	-0.00570405	0	0	0	73	0	0	0	1	38	38
YDR523C_YKL166C	-0.0509162	0	0	2.702702703	148	0	0	0	2	38	38
YDR523C_YKL168C	0.0030488	0	0	4.47761194	67	0	0	0	2	38	38
YDR523C_YKL171W	-0.05272825	0	0	0.99009901	101	0	0	0	1	38	38
YDR523C_YKL198C	0.004706	0	0	0	62	0	0	0	1	38	38
YDR523C_YLR096W	-0.0281913	0	0	2.816901408	142	0	0	0	1	38	38
YDR523C_YLR113W	-0.02853975	0	0	1.052631579	95	0	0	0	2	38	38
YDR523C_YLR248W	-0.00776095	0	0	1.149425287	87	0	0	0	2	38	38
YDR523C_YMR104C	0.02868455	0	0	1.492537313	67	0	0	0	2	38	38
YDR523C_YMR139W	0.0026378	0	0	1.041666667	96	0	0	0	2	38	38
YDR523C_YMR291W	0.01012595	0	0	0	68	0	0	0	2	38	38
YDR523C_YNL020C	0.02305345	0	0	2.777777778	72	0	0	0	1	38	38
YDR523C_YNR031C	0.02143405	0	0	1.515151515	66	0	0	0	2	38	38
YDR523C_YNR047W	0.00677725	0	0	0	57	0	0	0	2	38	38
YDR523C_YOL016C	-0.00592275	0	0	0	102	0	0	0	2	38	38
YDR523C_YOL045W	-0.05810395	0	0	0	77	0	0	0	2	38	38
YDR523C_YOL113W	-0.0033623	0	0	1.98019802	101	0	0	0	1	38	38
YDR523C_YOL128C	-0.04437125	0	0	0	77	0	0	0	1	38	38
YDR523C_YOR231W	-0.01875825	0	0	0	82	0	0	0	1	38	38
YDR523C_YOR233W	0.038196	0	0	0	85	0	0	0	1	38	38
YDR523C_YOR267C	-0.03214475	0	0	0.943396226	106	0	0	0	2	38	38
YDR523C_YOR351C	0.0089002	0	0	0.884955752	113	0	0	0	1	38	38
YDR523C_YPL026C	-0.0125027	0	0	2.040816327	98	0	0	0	2	38	38
YDR523C_YPL140C	-0.0025485	0	0	5.882352941	68	0	0	0	2	38	38
YDR523C_YPL141C	0.00269875	0	0	1.369863014	146	0	0	0	2	38	38
YDR523C_YPL150W	0.04065795	0	0	2.222222222	90	0	0	0	1	38	38
YDR523C_YPL203W	-0.036605	0	0	0	130	0	0	0	1	38	38
YDR523C_YPL209C	-0.0328708	0	0	3.816793893	131	0	0	0	1	38	38
YDR523C_YPL236C	0.00269055	0	0	0	56	0	0	0	1	38	38
YDR523C_YPR054W	-0.00023395	0	0	0	69	0	0	0	1	38	38
YDR523C_YPR111W	-0.0037293	0	0	0	62	0	0	0	2	38	38
YDR523C_YPR161C	0.0365447	0	0	0.793650794	126	0	0	0	1	38	38
YDR524C_YER122C	-0.018951	0	0	0	53	0	0	1	1	34	71
YDR524C_YGL181W	-0.00802925	0	0	0	53	0	0	0	2	37	78
YDR524C_YIL044C	-0.07824515	0	0	0	53	0	0	0	1	36	73
YDR525W-A_YJL151C	0.00161835	0	0	5.555555556	18	0	0	0	0	65	141
YDR533C_YMR322C	-0.01040475	0	0	11.11111111	9	0	0	0	1	38	38
YDR533C_YOR391C	0.0325895	0	0	0	5	0	0	0	1	22	115
YDR533C_YPL280W	0.020112	0	0	0	5	0	0	0	1	28	121
YDR534C_YOR383C	0.00928004	0	0	0	53	0	0	0	0	32	158
YDR536W_YFL011W	-0.01304735	0	0	0	53	0	0	0	0	38	38
YDR536W_YFL040W	-0.0097225	0	0	0	53	0	0	0	0	38	38
YDR536W_YGL104C	0.00121225	0	0	0	53	0	0	0	0	38	38
YDR536W_YGR289C	-0.00466535	0	0	0	53	0	0	0	0	38	38
YDR536W_YHR092C	-0.01626375	0	0	0	53	0	0	0	0	38	38
YDR536W_YHR094C	-0.01212	0	0	0	53	0	0	0	0	38	38
YDR536W_YHR096C	0.01289235	0	0	0	53	0	0	0	0	38	38
YDR536W_YJL214W	0.00860675	0	0	0	53	0	0	0	0	38	38
YDR536W_YJL219W	0.02961925	0	0	0	53	0	0	0	0	38	38
YDR536W_YLR081W	-0.01630325	0	0	0	53	0	0	0	0	38	38
YDR536W_YMR011W	-0.000956	0	0	0	53	0	0	0	0	38	38
YDR536W_YOL103W	-0.02326525	0	0	0	53	0	0	0	0	38	38
YDR541C_YGL001C	-0.19281175	0	0	0	18	0	0	0	0	28	60
YDR541C_YGL039W	0.0733141	0	0	0	5	0	0	0	1	28	59
YDR541C_YGL157W	-0.01383635	0	0	0	6	0	0	0	1	28	62
YDR541C_YOL151W	0.01883924	0	0	0	5	0	0	0	1	28	71
YDR542W_YFL020C	-0.01250575	0	0	0	53	0	0	0	0	38	38
YDR542W_YGL261C	0.01153155	0	0	0	53	0	0	0	0	38	38
YDR542W_YHL046C	0.0130705	0	0	0	53	0	0	0	0	38	38
YDR542W_YJR150C	0.02599475	0	0	0	53	0	0	0	0	38	38
YDR542W_YLL025W	-0.05602725	0	0	0	53	0	0	0	0	38	38
YDR542W_YLR037C	-0.0020777	0	0	0	53	0	0	0	0	38	38
YDR542W_YLR461W	-0.0059225	0	0	0	53	0	0	0	0	38	38
YDR542W_YOR009W	-0.02880925	0	0	0	53	0	0	0	0	38	38
YDR542W_YOR010C	-0.01279005	0	0	0	53	0	0	0	0	38	38
YER045C_YIL036W	0.013373	0	0	0	13	0	0	0	0	38	38
YER047C_YGL048C	0.0294448	0	0	0	50	0	0	0	1	30	61
YER047C_YGR028W	0.00244595	0	0	0	7	0	0	0	1	30	68
YER047C_YGR270W	-0.0324372	0	0	0	88	0	0	0	1	30	71
YER047C_YKL145W	-0.03218325	0	0	0	56	0	0	0	1	38	38
YER047C_YKL197C	-0.05486905	0	0	0	10	0	0	0	1	30	78
YER047C_YLR397C	0.0770344	0	0	0	6	0	0	0	2	38	38
YER047C_YMR089C	-0.01281925	0	0	0	4	0	0	0	1	28	58
YER047C_YOR259C	0.05328075	0	0	0	10	0	0	0	1	30	73
YER047C_YPL074W	-0.0290148	0	0	0	7	0	0	0	2	30	64
YER047C_YPR024W	-0.005621	0	0	0	6	0	0	0	1	38	38
YER047C_YPR173C	0.03829505	0	0	0	22	0	0	0	1	30	60
YER048C_YIR004W	-0.0774175	0	0	0	53	0	0	0	0	25	60
YER048C_YJL073W	0.01661595	0	0	0	53	0	0	0	0	23	48
YER048C_YJL162C	0.0671932	0	0	0	53	0	0	0	1	23	48
YER048C_YJR097W	0.0104293	0	0	0	53	0	0	0	1	9	34
YER048C_YLR090W	0.02101905	0	0	0	53	0	0	0	0	25	59
YER048C_YMR161W	0.029825	0	0	0	53	0	0	0	0	25	61
YER048C_YMR214W	0.0223895	0	0	0	53	0	0	0	0	20	45
YER048C_YNL064C	0.0023532	0	0	0	53	0	0	0	1	10	35
YER048C_YNL077W	-0.03958375	0	0	0	53	0	0	0	1	25	91
YER053C_YGR257C	-0.00264	0	0	14.28571429	7	0	0	0	0	33	113
YER053C_YHR002W	0.02168	0	0	0	7	0	0	0	0	45	125
YER053C_YIL006W	-0.0249075	0	0	0	53	0	0	0	0	68	148
YER053C_YIL134W	-0.027165	0	0	0	53	0	0	0	0	28	108
YER053C_YJL133W	0.033064	0	0	0	53	0	0	0	0	22	102
YER053C_YJR077C	-0.3371085	0	0	0	18	0	0	0	0	58	138
YER053C_YJR095W	-4.15E-05	0	0	50	6	0	0	0	0	38	38
YER053C_YKR052C	-0.0530565	0	0	0	53	0	0	0	0	30	110
YER053C_YLR348C	0.019584	0	0	33.33333333	6	0	0	0	0	23	103
YER053C_YMR166C	-0.010985	0	0	0	53	0	0	0	0	30	110
YER053C_YNL003C	-0.00182	0	0	0	53	0	0	0	0	31	111
YER053C_YOR222W	-0.026605	0	0	0	53	0	0	0	0	59	139
YER053C_YPL134C	-0.028225	0	0	0	53	0	0	0	0	32	112
YER053C_YPR011C	-0.0052065	0	0	0	53	0	0	0	0	23	103
YER054C_YIL045W	0.029517	0	0	16.66666667	12	0	0	0	2	52	123
YER054C_YLR273C	-0.007076	0	0	0	6	0	0	0	1	25	96
YER054C_YOR178C	0.082479	0	0	20	5	0	0	0	1	30	101
YER056C_YGL186C	-0.00323975	0	0	0	53	0	0	0	0	29	59
YER059W_YGL134W	-0.05612075	0	0	4.761904762	21	0	0	0	2	31	65
YER059W_YIL050W	-0.0976775	0	0	20	15	0	0	0	2	31	65
YER059W_YOL001W	-0.1156046	0	0	14.28571429	21	0	0	0	2	31	74
YER059W_YPL219W	-0.019494	0	0	14.28571429	14	0	0	0	2	31	74
YER060W_YGL186C	-0.05285375	0	0	0	53	0	0	0	0	38	38
YER062C_YHR043C	0.00200875	0	0	0	53	0	0	0	2	33	90
YER062C_YHR044C	0.023934	0	0	0	53	0	0	0	1	25	82
YER062C_YIL053W	-0.82604375	0	0	40	5	0	0	0	2	16	73
YER064C_YIL056W	-0.01185275	0	0	0	53	0	0	0	1	11	44
YER066W_YFL009W	-0.0324534	0	0	0	53	0	0	0	0	21	70
YER066W_YIL046W	-0.0170631	0	0	0	53	0	0	0	1	49	108
YER066W_YLR129W	-0.0175692	0	0	0	53	0	0	0	1	9	58
YER066W_YOR269W	0.050561	0	0	0	53	0	0	0	1	17	66
YER067W_YIL057C	0.0306547	0	0	0	53	0	0	0	2	38	38
YER072W_YFL004W	-0.01409915	0	0	15.38461538	13	0	0	0	0	30	64
YER072W_YJL012C	0.02478715	0	0	0	16	0	0	0	0	34	76
YER072W_YPL019C	0.02479275	0	0	21.42857143	14	0	0	0	0	34	69
